~ () $~ · ( ~⹏	~ () $~ · ( ~⹏
~b　· ~a $€ b！🚧a	~b　· ~a $€ b！🚧a
(~ b€€　(	(~ b€€　(
~)　 a)   a~~~🚧~)	<del>)　 a)   a~~~🚧</del>)
aa~€b~ 　⹏🚧#—·　)—	aa<del>€b</del> 　⹏🚧#—·　)—
b~b	b~b
~  ！1	~  ！1
~~·€a~  a~·　~ 1	~~·€a~  a~·　~ 1
~a)#~	<del>a)#</del>
1$·$)#~！.~ 🚧	1$·$)#~！.~ 🚧
(🚧~~$#  ~~—	(🚧~~$#  ~~—
—#€#~🚧~ b~1	—#€#<del>🚧</del> b~1
·—~— #~~	·—~— #~~
~！a.⹏#	~！a.⹏#
~)　a$· ⹏~1	<del>)　a$· ⹏</del>1
a~ a) ·~	a~ a) ·~
⹏~~€(~ ~	⹏~~€(~ ~
—~b~)) ⹏~##(#a！	—<del>b</del>)) ⹏~##(#a！
€ ~~b~€~$ €~！⹏~~	€ <del>b<del>€</del>$ €~！⹏</del>
⹏　⹏a·# ~~  ~	⹏　⹏a·# ~~  ~
⹏a 　ab~(~ ~a~~€	⹏a 　ab~(<del> </del>a~~€
#1$a~b	#1$a~b
€~·)·！~~~—~	€~·)·！~~~—~
— 1 　.a~€~1$a—	— 1 　.a<del>€</del>1$a—
a ~1·　~~⹏	a ~1·　~~⹏
a)  ·~· 🚧~~	a)  ·~· 🚧~~
( ~€b·$(1~	( <del>€b·$(1</del>
~~b·b—·$1　 ·	~~b·b—·$1　 ·
b~$	b~$
1—(1  ·b~a$a 　—	1—(1  ·b~a$a 　—
~！(	~！(
·—b 　~  a—€	·—b 　~  a—€
⹏ b€~( —b ~a~b a	⹏ b€~( —b <del>a</del>b a
€$·b#~#⹏b—$~~1	€$·b#~#⹏b—$~~1
b $~~　a)1(	b $~~　a)1(
·🚧—~	·🚧—~
a⹏— ~a~	a⹏— <del>a</del>
$！🚧 (⹏ ！( ~~！—	$！🚧 (⹏ ！( ~~！—
( ~a b　 ⹏ a~	( <del>a b　 ⹏ a</del>
~ —　 1⹏！ 1  —~	~ —　 1⹏！ 1  —~
)~ ~~1 a⹏(	)~ ~~1 a⹏(
b€.#~🚧~)—	b€.#<del>🚧</del>)—
1~.~)~ .⹏	1~.<del>)</del> .⹏
~a b 　　—⹏€	~a b 　　—⹏€
a🚧 a€ . ⹏🚧€　~1a	a🚧 a€ . ⹏🚧€　~1a
！a~⹏  —(  🚧——a1	！a~⹏  —(  🚧——a1
~~).~. a)！  ~	~~).~. a)！  ~
~ $~)！b~a.！~ b#€	~ $<del>)！b</del>a.！~ b#€
$b~~b~a·——~	$b~~b<del>a·——</del>
.！~~	.！~~
#~  a1~⹏ ~🚧a#$ ！	#~  a1~⹏ ~🚧a#$ ！
—.(~~	—.(~~
$(~🚧b！~$—a	$(<del>🚧b！</del>$—a
a$(！~🚧~—	a$(！<del>🚧</del>—
)—⹏⹏ ~)	)—⹏⹏ ~)
a~· #~ ~#1~—)~b	a~· #~ <del>#1</del>—)~b
~€	~€
.(#~🚧a	.(#~🚧a
！！~ ~	！！~ ~
1~~—b)aa# .	1~~—b)aa# .
⹏~#€.~🚧#~( ~	⹏~#€.<del>🚧#</del>( ~
ba— ！$#b⹏(~~b(	ba— ！$#b⹏(~~b(
~·#	~·#
1 .~~~)	1 .~~~)
⹏~~a(~~~#$$	⹏~~a(~~~#$$
~.b~1　 ！b ！€	<del>.b</del>1　 ！b ！€
！~€	！~€
~ ~~~(b1	~ ~~~(b1
$~1	$~1
—~　 ~ a· )~	—~　 ~ a· )~
🚧 ba# #！·~#~~	🚧 ba# #！·~#~~
b！(　~#~	b！(　<del>#</del>
~⹏！~~.$~	<del>⹏！~~.$</del>
~1    ~ b—　#	~1    ~ b—　#
🚧 ~！ (a~ a $— a	🚧 <del>！ (a</del> a $— a
！  1~€b⹏1#	！  1~€b⹏1#
—~ b aba~—	—~ b aba~—
b~~ 1！　~ ~()~~ ~	b~~ 1！　~ ~()~~ ~
b. .)~·　()	b. .)~·　()
~~#$ ~ )	~~#$ ~ )
€ 　 ~	€ 　 ~
🚧.⹏ .bb⹏⹏)#~€	🚧.⹏ .bb⹏⹏)#~€
€🚧 ~ )€~·~b#	€🚧 ~ )€~·~b#
~~a	~~a
a！ ⹏！！~($~#~ $.)	a！ ⹏！！<del>($</del>#~ $.)
ab #)~.b！b—€ ·	ab #)~.b！b—€ ·
· ~~—　 ~~1	· ~~—　 ~~1
！🚧$~　—！　⹏ ·b$€~	！🚧$~　—！　⹏ ·b$€~
€# ~  ~	€# ~  ~
~~ 　~11€~ ~	~~ 　<del>11€</del> ~
~！$	~！$
⹏ #€.~$$~(~！	⹏ #€.<del>$$</del>(~！
~~　—1$€~1⹏~	~~　—1$€<del>1⹏</del>
~！€ b— )(  ~~~a~	<del>！€ b— )(  ~~~a</del>
(~~~€	(~~~€
~a~€	<del>a</del>€
1~！··	1~！··
€·~(.~(　~	€·<del>(.</del>(　~
~1b~ ·—b~！~	<del>1b</del> ·—b~！~
~ ⹏ ~.~·🚧~#	~ ⹏ <del>.</del>·🚧~#
a ！..b——　a ~	a ！..b——　a ~
a~🚧(·	a~🚧(·
~$.   a~b(⹏	<del>$.   a</del>b(⹏
b ~	b ~
🚧~ )(..	🚧~ )(..
·a　 ⹏#)~！b $	·a　 ⹏#)~！b $
⹏！.b　~(　#~~—	⹏！.b　~(　#~~—
a b.1⹏  ~·#(	a b.1⹏  ~·#(
· ~！)#🚧~ 1⹏ ~).！	· ~！)#🚧~ 1⹏ ~).！
！~🚧.🚧(~~~~	！~🚧.🚧(~~~~
~b ~(b . ⹏aa()	~b ~(b . ⹏aa()
~~   b~ ~~1	~~   b~ ~~1
b)·a1—　1~b~🚧 b！	b)·a1—　1<del>b</del>🚧 b！
⹏ ~⹏a   　aa🚧~~ ~	⹏ ~⹏a   　aa🚧~~ ~
(b~)a	(b~)a
~ a)1·— ！(b~~1	~ a)1·— ！(b~~1
~a  .#　1 🚧.~   a	~a  .#　1 🚧.~   a
1~ a~a1$~~！.1$b	1<del> a</del>a1$~~！.1$b
€⹏ —！！1—— ⹏.！~！🚧	€⹏ —！！1—— ⹏.！~！🚧
b~(	b~(
⹏⹏· ~$a~a　 $~	⹏⹏· <del>$a</del>a　 $~
—~~$· 🚧. ⹏a ~ ~	—~~$· 🚧. ⹏a <del> </del>
1 ！ ~$1·🚧	1 ！ ~$1·🚧
~~　—~~	~~　—~~
~(—)~	<del>(—)</del>
#　！~	#　！~
b#(~~~)~ ！ # #~~	b#(~~~)~ ！ # #~~
~ $ ~🚧 ~)—)	~ $ <del>🚧 </del>)—)
~　 ~#.	~　 ~#.
⹏~€	⹏~€
~~！b€~ ~  $~b——~	~~！b€~ ~  $<del>b——</del>
b—~~(	b—~~(
a！—！$~~~)	a！—！$~~~)
~a ~~a a！	~a ~~a a！
~ (b~	~ (b~
)· ~~.a ~·. a·	)· ~~.a ~·. a·
$$bab~)	$$bab~)
$~🚧—~#.~bba~	$<del>🚧—</del>#.<del>bba</del>
·b ~	·b ~
—€~ €1—~🚧	—€~ €1—~🚧
🚧 ~	🚧 ~
b~a )$a(！~(b b	b<del>a )$a(！</del>(b b
！ #aa~ 1b！€　 ~—	！ #aa~ 1b！€　 ~—
~#b$b	~#b$b
~~ 　 · aa	~~ 　 · aa
⹏  €·~ )~~~—·	⹏  €·~ )~~~—·
~🚧~　🚧— —)🚧—$~ 　#	<del>🚧</del>　🚧— —)🚧—$~ 　#
ba(~b 　)~a	ba(~b 　)~a
ba(a🚧b~#a~ ( )(	ba(a🚧b~#a~ ( )(
a~#~~~~—	a~#~~~~—
a🚧b ~~🚧~	a🚧b ~~🚧~
. ⹏~—~~. ⹏€	. ⹏~—~~. ⹏€
$~b  b！⹏~	$<del>b  b！⹏</del>
b！~ ~⹏ a——	b！~ ~⹏ a——
€　.b ~$—	€　.b ~$—
b ~~ ·	b ~~ ·
1　$~·#~　⹏—#)	1　$<del>·#</del>　⹏—#)
(   ~~€a ~	(   ~~€a ~
11#$⹏⹏$$b(~⹏·($~	11#$⹏⹏$$b(<del>⹏·($</del>
~$⹏	~$⹏
~  ~🚧~~ bab	~  ~🚧~~ bab
#$~#！)🚧$.　# a..)	#$~#！)🚧$.　# a..)
~~🚧~ ~	~~🚧~ ~
)~~—⹏~！	)~~—⹏~！
~#~~·a€🚧~ba	<del>#~~·a€🚧</del>ba
~·	~·
~.~　)~ #€~·€€	<del>.</del>　)~ #€~·€€
)~··  a·	)~··  a·
.$a$🚧a~€~·· ~— .	.$a$🚧a<del>€</del>·· ~— .
·b　1.~—~	·b　1.<del>—</del>
⹏　#~~—~~ ~~🚧 )	⹏　#<del>—</del> ~~🚧 )
~— b	~— b
~ $~)b ~$~—b#€	~ $~)b <del>$</del>—b#€
！~⹏~1！—　~ ~ ~a　！	！<del>⹏</del>1！—　~ ~ ~a　！
· b~—~a)b#€~⹏  b	· b~—<del>a)b#€</del>⹏  b
)⹏$~#..a	)⹏$~#..a
~· ！ 　.~~！  (€	~· ！ 　.~~！  (€
€  .#€~.a—$·ab🚧—	€  .#€~.a—$·ab🚧—
(  ·.~a€⹏　·#⹏	(  ·.~a€⹏　·#⹏
·~ 🚧—~	·~ 🚧—~
(b 1·$~$· —~	(b 1·$<del>$· —</del>
. (1⹏. ~	. (1⹏. ~
~a(~~b🚧🚧a(a b ~$	~a(~~b🚧🚧a(a b ~$
$~€	$~€
~1~⹏$~.# ！)—·b)~	<del>1</del>⹏$<del>.# ！)—·b)</del>
$~a~~b#~~b~a1~ a	$<del>a~~b#~~b</del>a1~ a
)！a ！ ~　·	)！a ！ ~　·
(—~	(—~
a1  ~~	a1  ~~
⹏ ~~ ~~ —1$~	⹏ ~~ ~~ —1$~
~！~b$ #a🚧.	~！~b$ #a🚧.
a ~ b~	a ~ b~
a1~.1(	a1~.1(
~—~€€ $！~	~—<del>€€ $！</del>
~　b·！！(~—#a€  ·a	~　b·！！(~—#a€  ·a
€)b~ ~🚧	€)b~ ~🚧
—··1~  🚧#　🚧b ⹏b~	—··1~  🚧#　🚧b ⹏b~
(⹏.！·🚧(~b！⹏~	(⹏.！·🚧(<del>b！⹏</del>
~€~~	~€~~
a！·~#·⹏	a！·~#·⹏
~b~—·	<del>b</del>—·
~⹏$！~ — ~ ！	<del>⹏$！</del> — ~ ！
b ~a	b ~a
#🚧—~~⹏( ~🚧b·—~~	#🚧—~~⹏( ~🚧b·—~~
🚧))~ba1~！a⹏.	🚧))<del>ba1</del>！a⹏.
.b€~~a~ b！	.b€~~a~ b！
~ ！  ~)　！€—a$a⹏b	~ ！  ~)　！€—a$a⹏b
##~€$a　~(#~~€	##~€$a　~(#~~€
~1a ⹏a！#)~  a.	<del>1a ⹏a！#)</del>  a.
· ~~	· ~~
~ .a·~~a.🚧 ~11~a	~ .a·~~a.🚧 <del>11</del>a
$1—)！~ —#—b —~b	$1—)！~ —#—b —~b
a).$$(~ —🚧！ ~	a).$$(~ —🚧！ ~
€⹏aa🚧€~— ~·	€⹏aa🚧€~— ~·
()#~	()#~
.1 b$ ！( $！~	.1 b$ ！( $！~
(a~	(a~
~€ab 　🚧)~  $# €a	<del>€ab 　🚧)</del>  $# €a
)~ —　)€a🚧	)~ —　)€a🚧
#🚧·.—1！$~⹏⹏~))	#🚧·.—1！$<del>⹏⹏</del>))
🚧 $.1~~🚧a⹏.~€	🚧 $.1~~🚧a⹏.~€
€~~~a	€~~~a
~~ ba~·$—1⹏　—1	~~ ba~·$—1⹏　—1
1 $~ ) 🚧🚧~	1 $<del> ) 🚧🚧</del>
(.#€$) 　~！~	(.#€$) 　<del>！</del>
~~ a —~—	~~ a —~—
ba.(a ~ b ~~#	ba.(a ~ b ~~#
— 　a1a🚧🚧~# ~	— 　a1a🚧🚧~# ~
€#~b🚧　a 🚧)(.€	€#~b🚧　a 🚧)(.€
🚧~~~(	🚧~~~(
~ ~ ~)a	~ <del> </del>)a
~ #~(~··$~a	~ #<del>(</del>··$~a
~！⹏~b	<del>！⹏</del>b
~€⹏#1a~	<del>€⹏#1a</del>
..~~b a€b！)  ~~)	..~~b a€b！)  ~~)
.~.	.~.
b⹏—　~	b⹏—　~
1$($~(·~	1$($<del>(·</del>
1~⹏b　·€ 🚧#—　b b	1~⹏b　·€ 🚧#—　b b
~(b—~ ~$！€~~⹏~	<del>(b—</del> <del>$！€~~⹏</del>
~b🚧 ~	~b🚧 ~
·⹏~！€~~~~ ~~！　·	·⹏~！€~~~~ ~~！　·
(　((~)1b  $b~ 🚧	(　((<del>)1b  $b</del> 🚧
~ 1~	~ 1~
1—~ .a)	1—~ .a)
b# ~ a~b)	b# ~ a~b)
b　a~b⹏⹏1((~⹏	b　a~b⹏⹏1((~⹏
a  ~a　$$　🚧~ 🚧a	a  <del>a　$$　🚧</del> 🚧a
~   　(	~   　(
€⹏b⹏ (~~	€⹏b⹏ (~~
~(~aa~~.！—	~(~aa~~.！—
~.ab·€. 🚧~·$a	<del>.ab·€. 🚧</del>·$a
~ba—aa~ a~	<del>ba—aa</del> a~
~~— € ~— 1 ab€~	~~— € <del>— 1 ab€</del>
$⹏b€~	$⹏b€~
ba—~~ 🚧$ 🚧~€ — ~	ba—~~ 🚧$ 🚧~€ — ~
~ ·  a  —~~a	~ ·  a  —~~a
a(~~a~ a··— ~ 1！	a(~~a~ a··— ~ 1！
~🚧€$€~€	<del>🚧€$€</del>€
🚧  .€ba~~~~~	🚧  .€ba~~~~~
~—1~.🚧　b1a—#~~·	<del>—1</del>.🚧　b1a—#~~·
⹏#~	⹏#~
⹏1~~~#€~	⹏1~~~#€~
—a€€.~	—a€€.~
1　~~~~€1)~·	1　~~~~€1)~·
$·！~！ 1~	$·！<del>！ 1</del>
🚧⹏~·b	🚧⹏~·b
—~~⹏！a	—~~⹏！a
# ⹏€~　€🚧$~ b	# ⹏€~　€🚧$~ b
$)$( #~	$)$( #~
)！(~a#　( —.🚧#　#	)！(~a#　( —.🚧#　#
~　bb—~！1	~　bb—~！1
~~　a⹏$b#	~~　a⹏$b#
.#~ —·	.#~ —·
1·b~ b🚧~1 ~　~	1·b~ b🚧~1 ~　~
€b~~~~·$  ·· b.！	€b~~~~·$  ·· b.！
1 a·~~ 1€b#a	1 a·~~ 1€b#a
🚧—~.1#⹏~·(~€a1~(	🚧—<del>.1#⹏</del>·(<del>€a1</del>(
b~~~. )—~~b~1	b~~~. )—~~b~1
🚧)1　a· $a$~	🚧)1　a· $a$~
b .~~~~b  €·	b .~~~~b  €·
)~🚧· 1~a.   🚧	)<del>🚧· 1</del>a.   🚧
~ #	~ #
~ )	~ )
~　b—~)a··)🚧b⹏a~~	~　b—~)a··)🚧b⹏a~~
~~·~⹏# ！ ~  €a~！	~~·<del>⹏# ！ ~  €a</del>！
b)~a！~~	b)~a！~~
~—€€~a ~€b(1(！	<del>—€€</del>a ~€b(1(！
🚧~！#	🚧~！#
$·ab— (1 ~b)	$·ab— (1 ~b)
(1—~！	(1—~！
~~ ~b . ！	~~ ~b . ！
€##b~.🚧1	€##b~.🚧1
🚧~$aba—a~	🚧~$aba—a~
a⹏b$ a—！🚧.~！~~⹏	a⹏b$ a—！🚧.~！~~⹏
~~€€$🚧⹏1 　.·！🚧	~~€€$🚧⹏1 　.·！🚧
🚧！1~~⹏$ €~.·b~.	🚧！1~~⹏$ €~.·b~.
~— b ~#	~— b ~#
(~a #a1b~(🚧	(<del>a #a1b</del>(🚧
~a1a)#b	~a1a)#b
~— —~	<del>— —</del>
~a~！·	<del>a</del>！·
·~b·🚧🚧.	·~b·🚧🚧.
—.)~~	—.)~~
~##— ).	~##— ).
.. 　(~	.. 　(~
~ ~$ a🚧	~ ~$ a🚧
#~1(1~~(	#~1(1~~(
~1b~·	<del>1b</del>·
.~€b	.~€b
€~~~　·—~1	€~~~　·—~1
⹏(~a ~	⹏(~a ~
)！ba~) a—a~a	)！ba~) a—a~a
~— ~€ 1~.！b~	<del>— <del>€ 1</del>.！b</del>
b€~€1—€  #！~　~€	b€<del>€1—€  #！</del>　~€
~ ！🚧a  #	~ ！🚧a  #
—~ aa   ~~a~！ ⹏	—~ aa   ~~a~！ ⹏
~ ~ )🚧— ~a—🚧€ —！	~ ~ )🚧— ~a—🚧€ —！
).🚧~ —1a ~(€~ —	).🚧~ —1a ~(€~ —
~—~！ .b　~  ！(aa	<del>—</del>！ .b　~  ！(aa
~——— a~a  (~b~~.	<del>——— a</del>a  (~b~~.
#~b⹏~~b⹏🚧(~ €~	#<del>b⹏~~b⹏🚧(</del> €~
b　~	b　~
~b🚧  ~)	~b🚧  ~)
b ~—· $1	b ~—· $1
a　　~	a　　~
~((a a1a —(  .~~	~((a a1a —(  .~~
~　⹏~·	~　⹏~·
~ $	~ $
~⹏　⹏！€a	~⹏　⹏！€a
~b#	~b#
~ 　 🚧€·~	<del> 　 🚧€·</del>
(🚧~€	(🚧~€
.— € —！~⹏)  　~b	.— € —！~⹏)  　~b
🚧·~.b！~	🚧·<del>.b！</del>
.a€  ~~b~a~~~	.a€  ~~b~a~~~
~🚧~ ~🚧#€~1(~)	<del>🚧</del> <del>🚧#€</del>1(~)
b~🚧~ a ) a~ b	b<del>🚧</del> a ) a~ b
🚧1~b~	🚧1<del>b</del>
~a ~	~a ~
.a ~ ！~	.a <del> ！</del>
~ . €　$1·1a	~ . €　$1·1a
)~！~( ！a1€( b！~	)<del>！</del>( ！a1€( b！~
🚧—~(！  b~.€ ~　—	🚧—<del>(！  b</del>.€ ~　—
b  .b　~~　$~—·	b  .b　~~　$~—·
·.~ ~€)1~(	·.~ <del>€)1</del>(
1~€a⹏ b~(~~	1<del>€a⹏ b</del>(~~
~⹏) b🚧b⹏b	~⹏) b🚧b⹏b
—. € ~—	—. € ~—
1b~a#⹏~~~~11~	1b<del>a#⹏~~~~11</del>
a)~~( (⹏	a)~~( (⹏
. ~(~ 🚧ba b—~ )	. ~(~ 🚧ba b—~ )
~~　~.a—b	~~　~.a—b
a~a~aa~$~ .	a<del>a</del>aa~$~ .
—a⹏🚧b~ba	—a⹏🚧b~ba
~ 　 ~a)ba—~~	~ 　 ~a)ba—~~
~  b (.)🚧~~~~€a	~  b (.)🚧~~~~€a
~· 🚧b　！ a€ b	~· 🚧b　！ a€ b
(~ b ~~！	(~ b ~~！
⹏！b 　~#~ ~ab⹏~b	⹏！b 　<del>#</del> <del>ab⹏</del>b
·( ⹏a€~！~b　b~~	·( ⹏a€~！~b　b~~
~~ ~	~~ ~
~🚧~~€	~🚧~~€
~ ~　 b.	~ ~　 b.
1~~b)·	1~~b)·
(. #€.b~~🚧(~$b ·	(. #€.b~~🚧(~$b ·
€1)~  ~　b~·)b	€1)~  ~　b~·)b
bb~ b(~~	bb~ b(~~
~ 🚧~~	~ 🚧~~
a~~ b！b~~ba	a<del> b！b</del>ba
！ ~()~	！ <del>()</del>
b⹏！€€🚧~⹏1·	b⹏！€€🚧~⹏1·
a~a€( ·a$~~~)⹏	a~a€( ·a$~~~)⹏
⹏~a# ·~　    ！b(	⹏<del>a# ·</del>　    ！b(
~~€b	~~€b
~ a#(⹏~！~	~ a#(⹏~！~
~⹏🚧🚧~)	<del>⹏🚧🚧</del>)
1 ~1ab~€€b€	1 <del>1ab</del>€€b€
(~ 🚧　€.~~~)	(~ 🚧　€.~~~)
~~　  b　€~b	~~　  b　€~b
🚧~(⹏(·🚧€€ a🚧	🚧~(⹏(·🚧€€ a🚧
)~🚧a . ~	)~🚧a . ~
~~ —b(€~⹏~)	~~ —b(€<del>⹏</del>)
1(~) b€ .~ .b	1(<del>) b€ .</del> .b
#a~~⹏⹏~	#a~~⹏⹏~
~~(baa(~b(~a	~~(baa(~b(~a
！a！ b　b~~ ~⹏$(~	！a！ b　b~~ <del>⹏$(</del>
ba~ 1	ba~ 1
#1 ·　~1a€ ~ ~🚧 🚧	#1 ·　~1a€ ~ ~🚧 🚧
🚧€#~🚧~ a🚧 $—	🚧€#<del>🚧</del> a🚧 $—
~b　 　~—# 　~(a#⹏	~b　 　~—# 　~(a#⹏
~b~~	~b~~
~ — 🚧(	~ — 🚧(
~·🚧~#！11~⹏ 　.— —	<del>·🚧</del>#！11~⹏ 　.— —
b 　# #$ —~ ((~.·	b 　# #$ —~ ((~.·
⹏a ！~·(🚧	⹏a ！~·(🚧
·1~ ~1 🚧~€ ！~b	·1<del> </del>1 🚧~€ ！~b
~·🚧	~·🚧
~ ~ b ！—a🚧~)🚧	~ ~ b ！—a🚧~)🚧
b　$#a#~b~⹏)(🚧~	b　$#a#<del>b</del>⹏)(🚧~
~！€	~！€
~#  ~.·— $！🚧	~#  ~.·— $！🚧
bb ~	bb ~
—b~~⹏~  $~！€	—b~~⹏~  $~！€
！#⹏a)~$	！#⹏a)~$
~~a ~	~~a ~
( ·.b.)~$b€#~a.	( ·.b.)~$b€#~a.
⹏  ~ 1~🚧⹏#b€··	⹏  ~ 1~🚧⹏#b€··
—#(~~！	—#(~~！
⹏.🚧a—.a  ~	⹏.🚧a—.a  ~
a~ 🚧#🚧⹏~~#！	a~ 🚧#🚧⹏~~#！
((~)..a~~#⹏	((~)..a~~#⹏
a.　(~~ ~~ a 1~	a.　(~~ ~~ a 1~
).~~ ！~)a1　a	).~~ ！~)a1　a
⹏！$~a~  baa　 ~a	⹏！$<del>a</del>  baa　 ~a
~—~ €€ (🚧 a⹏— b#	<del>—</del> €€ (🚧 a⹏— b#
1~~~(.	1~~~(.
~( 1)—~🚧~.€~ 🚧 $	<del>( 1)—<del>🚧</del>.€</del> 🚧 $
~b　—a·—b~	<del>b　—a·—b</del>
#~)	#~)
b ~　a⹏b~🚧 11	b ~　a⹏b~🚧 11
~#a⹏~	<del>#a⹏</del>
~a· ~　~~~！！ (！	~a· ~　~~~！！ (！
~a~·1aa~1⹏.(	<del>a</del>·1aa~1⹏.(
~$—~a🚧#🚧#~ 　~⹏	~$—<del>a🚧#🚧#</del> 　~⹏
🚧 )~—	🚧 )~—
. ~~€1！$	. ~~€1！$
~b ~· —	~b ~· —
—ab🚧 🚧~a	—ab🚧 🚧~a
b) ~b·a#a！~~$~#~	b) <del>b·a#a！~~$</del>#~
1 $~~⹏b$a	1 $~~⹏b$a
